Player 55 6 73 1766412209
Player 25 3 34 1766411928
Player 19 1 18 1766412036
Player 17 2 26 1766412000
Player 14 1 19 1766408117
Player 13 1 12 1766409782
Player 11 2 23 1766412291
Player 10 2 18 1766411947
Player 8 1 15 1766411965
Player 8 1 15 1766478681
