Player 79 7 92 1766838376
Player 39 3 45 1766627190
Player 31 4 49 1766650972
Player 27 3 38 1766828323
Player 24 1 18 1766838975
Player 24 2 30 1766839119
Player 24 3 45 1766839078
Player 17 2 26 1766838209
Player 16 2 23 1766839012
Player 16 2 24 1766838047
