Player 79 7 92 1766838376
Player 58 6 80 1766901889
Player 54 4 58 1766840090
Player 51 4 51 1766901443
Player 44 4 59 1766913564
Player 39 3 45 1766627190
Player 37 3 40 1766904230
Player 36 3 36 1766896635
Player 36 4 49 1766841370
Player 35 3 32 1766904426
